LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT6,PAY_AMT6,default
60000,2,2,1,29,19199,1000,0
360000,2,1,2,26,0,0,0
520000,1,2,2,32,1806,216338,0
210000,2,2,1,43,0,0,1
360000,1,1,2,26,1936,1033,0
100000,1,1,2,27,16723,35012,0
50000,2,3,1,45,15447,723,1
280000,2,2,1,31,65921,2226,0
120000,1,1,2,26,35357,6000,0
50000,1,1,2,29,47891,0,1
360000,2,1,1,48,875,1519,0
140000,2,2,1,35,4345,2178,1
130000,1,1,2,25,0,0,0
240000,2,1,1,33,1891,46438,0
70000,2,3,2,40,27726,5008,0
80000,1,2,3,45,28641,2008,0
20000,2,5,3,35,16247,1000,0
180000,2,2,2,29,125974,3726,1
80000,1,2,2,25,54583,2000,0
300000,2,2,2,39,343,1977,0
70000,1,2,2,31,0,0,0
180000,2,1,1,30,0,0,1
150000,1,2,1,33,77028,3000,0
30000,2,3,2,36,28620,0,1
180000,2,1,2,24,94356,3500,0
20000,1,2,2,31,11998,0,0
30000,1,2,2,29,27020,1200,0
500000,1,1,2,38,0,28666,1
290000,2,1,2,29,26647,2000,0
500000,2,2,1,47,73728,5000,0
150000,1,2,2,37,58987,2000,0
200000,1,1,1,37,280,151,1
50000,2,2,2,23,12505,610,0
180000,2,1,1,47,0,0,1
150000,2,1,1,40,0,21754,0
210000,2,2,2,34,0,2247,1
30000,2,5,2,23,436,0,0
360000,1,3,1,51,860,0,0
60000,2,2,1,38,25033,1000,0
230000,2,2,2,25,32738,2000,0
260000,1,3,1,39,47,5800,0
210000,2,2,2,34,5907,15748,0
200000,2,1,2,42,0,5706,0
20000,1,2,1,37,0,0,0
30000,1,3,2,53,29134,1000,0
180000,2,1,2,32,83282,3200,1
50000,1,2,1,28,19231,1000,1
200000,1,3,1,43,164101,5000,0
140000,2,1,2,27,37186,4000,0
250000,2,1,2,42,9948,5928,0
200000,1,1,1,43,102467,4000,0
80000,2,1,2,30,49909,4500,0
60000,2,3,1,48,26482,7971,0
360000,2,1,2,29,390,390,0
50000,1,1,2,23,0,0,1
240000,2,3,2,36,6820,4100,0
330000,2,2,2,30,896,0,1
50000,2,2,2,25,17316,0,1
110000,1,3,2,33,0,0,1
30000,1,3,2,29,7035,0,1
20000,1,2,1,36,8044,0,1
20000,1,1,2,43,11575,0,1
160000,1,1,2,31,89559,10000,0
80000,1,2,2,24,47330,1800,0
180000,2,1,1,47,6557,5823,0
80000,1,2,2,27,390,390,0
150000,1,1,2,30,0,0,0
130000,1,1,2,29,90618,3357,1
240000,1,3,2,32,11886,690,0
400000,2,1,2,28,12613,800,0
500000,1,2,2,32,290,36753,0
20000,1,1,2,22,16287,342,1
240000,1,1,2,35,5291,1000,0
110000,2,2,1,26,98072,4000,1
80000,2,2,2,26,58657,2266,0
50000,1,3,1,58,2659,2702,0
330000,1,1,1,37,0,0,0
200000,1,3,1,40,72039,2761,0
230000,2,5,1,32,-2900,110256,0
140000,2,2,2,26,83460,26291,1
360000,1,2,1,34,-31,0,0
70000,1,3,1,46,33439,1400,1
360000,2,2,1,40,4400,0,0
260000,2,1,2,27,0,0,0
80000,2,3,3,29,45519,1224,0
180000,2,2,2,48,10338,20894,0
190000,2,1,2,30,2589,22041,0
190000,1,1,1,50,76237,3000,1
260000,1,1,1,39,259118,9676,0
200000,1,2,2,27,189681,6054,1
340000,2,1,2,47,281197,20102,1
200000,2,2,1,47,14820,284,0
150000,2,1,1,36,13943,17378,0
100000,1,2,1,40,2701,16828,0
100000,2,2,1,45,78274,3000,1
200000,2,5,2,34,3175,1804,0
230000,1,1,2,39,0,0,0
200000,1,1,1,40,2534,33300,0
140000,1,1,2,28,116690,4500,0
30000,1,2,2,24,13174,1500,0
100000,2,2,2,30,3174,2000,0
50000,1,2,1,41,390,1170,1
330000,2,1,1,41,0,0,0
500000,2,1,1,36,172666,6653,1
500000,2,2,2,31,22774,10000,0
50000,2,2,2,28,46909,0,0
50000,2,1,2,25,10077,0,0
50000,2,2,1,42,48664,1900,0
20000,1,2,1,51,19954,394,0
70000,2,3,2,24,28237,850,0
60000,2,1,2,34,27012,1252,1
230000,1,1,2,36,222681,8910,0
60000,1,3,1,58,24530,0,0
330000,1,2,1,43,3784,25349,0
500000,2,1,1,35,8063,6000,0
30000,2,3,1,45,0,0,0
160000,2,1,1,53,59883,2300,0
110000,1,2,2,40,43839,1600,0
50000,2,1,2,35,29629,1500,0
50000,2,2,1,43,197,197,0
20000,1,1,2,25,0,0,1
50000,1,2,2,23,19691,693,0
210000,1,1,2,28,8270,0,0
500000,2,2,1,30,4966,3240,0
320000,1,3,1,50,17759,1000,0
350000,2,1,2,32,10531,4000,0
50000,1,3,2,27,28804,1500,0
50000,2,2,1,34,15252,345,0
20000,2,2,1,33,19383,647,1
80000,2,2,1,47,78870,5000,1
170000,1,1,2,35,0,0,0
50000,2,2,1,24,26886,3650,1
400000,1,3,2,49,21667,10158,0
90000,2,2,2,48,41396,5000,1
50000,1,2,2,22,27521,3405,0
60000,2,1,2,24,56569,2500,0
50000,2,2,2,50,0,0,0
250000,2,1,1,45,77788,2511,0
320000,2,3,2,53,34183,16826,1
260000,2,1,2,27,22274,5000,0
20000,1,2,2,24,18694,536,0
50000,1,1,2,25,19108,836,0
50000,1,2,1,35,38131,10000,0
50000,1,1,2,35,36238,2000,0
150000,2,1,2,27,8642,0,0
20000,2,2,2,21,0,0,1
190000,2,1,1,39,146854,10000,1
250000,1,1,1,46,0,840,0
380000,1,1,1,32,14584,2026,0
330000,2,2,2,28,256840,9400,0
50000,2,2,2,31,9470,1000,0
140000,2,1,2,31,43253,1572,0
20000,2,2,2,50,6182,2540,1
70000,2,1,2,28,46706,3000,0
160000,2,1,2,31,138038,4992,0
240000,2,2,1,34,0,0,0
300000,2,1,2,27,607,1945,0
70000,1,2,2,28,30563,1200,0
30000,2,2,1,28,18960,1500,1
390000,2,1,2,32,29025,2000,0
20000,2,2,2,40,9244,400,0
330000,2,1,1,44,190303,6910,0
420000,2,1,2,29,6066,3594,0
200000,1,1,1,63,316,316,0
70000,1,2,2,29,27184,2000,1
180000,2,2,1,40,-43,0,0
260000,2,3,3,55,165409,4060,0
80000,2,3,2,25,935,390,0
250000,2,1,2,32,315,130,0
140000,1,1,2,29,101020,3300,0
40000,2,2,2,24,39272,1000,1
50000,2,2,1,36,4331,4679,0
210000,2,2,1,37,118405,3863,0
180000,2,2,1,33,13338,15186,0
50000,1,2,2,45,17129,1000,0
320000,2,2,2,54,71724,3000,0
230000,1,1,1,41,0,0,0
160000,2,2,1,40,1492,0,0
110000,1,2,2,25,75643,3000,0
250000,2,3,1,39,28768,4000,0
20000,2,5,2,37,0,0,0
170000,2,1,2,28,16753,1512,0
140000,1,3,1,32,77911,5000,0
60000,2,2,1,42,60569,0,1
20000,1,1,2,24,0,0,1
80000,1,2,1,53,44229,1812,0
60000,1,3,2,34,59323,1750,0
210000,2,5,1,35,239,323,0
320000,1,2,2,27,131390,2464,0
50000,2,3,1,55,9743,600,0
10000,1,2,3,37,0,0,0
50000,1,2,2,51,19078,618,1
140000,2,2,1,33,124035,4300,0
50000,2,2,1,38,643,643,0
80000,1,2,1,36,150,1000,1
300000,2,1,1,36,245851,8500,0
520000,2,1,2,33,191188,25000,1
200000,2,2,3,57,90842,6500,0
200000,2,2,1,35,8273,5158,0
60000,2,2,1,44,27255,3305,0
180000,2,2,1,42,113666,5000,0
120000,2,2,2,24,33523,0,0
50000,1,2,1,47,50146,2000,0
20000,1,1,2,33,1554,0,0
10000,1,2,2,27,8932,1241,1
520000,1,1,2,34,17528,5025,0
500000,2,1,1,33,377217,26759,0
50000,1,2,2,24,19385,700,0
200000,2,2,1,29,20842,44701,0
360000,2,1,2,36,459,52,0
400000,2,1,1,48,2640,28663,0
90000,1,2,2,30,312,600,0
90000,2,2,2,29,9097,170,0
200000,2,1,2,29,10510,12050,0
150000,2,1,1,38,8394,2468,1
350000,1,2,2,31,261573,9000,0
500000,1,2,1,31,167635,10388,0
160000,2,2,2,24,100984,4000,0
80000,1,1,2,35,61598,1700,0
130000,1,2,2,38,0,0,0
100000,2,3,2,31,0,0,0
80000,1,2,1,46,30523,1007,0
50000,2,2,2,24,16571,1000,0
80000,2,1,1,50,0,0,0
200000,1,1,2,27,84482,3162,0
330000,2,2,2,28,43359,1500,0
50000,2,1,2,26,16240,3000,1
80000,2,2,2,23,-656,0,1
270000,2,2,1,33,10794,2000,0
30000,2,3,1,60,13443,1000,0
500000,1,2,2,30,1200,1069,0
60000,2,1,2,26,10416,0,0
20000,2,2,1,34,18669,1000,0
180000,2,2,2,28,0,0,0
30000,2,2,1,38,0,0,0
200000,1,1,1,45,1006,0,0
320000,2,1,2,32,8097,2474,0
210000,2,3,1,28,43707,2000,0
200000,2,1,2,30,878,878,0
170000,1,2,2,41,3643,2732,0
50000,1,3,1,42,9806,349,0
20000,2,2,3,52,11979,500,0
20000,2,2,1,22,20289,1000,0
580000,2,1,1,31,511905,16987,0
80000,2,3,2,25,51695,1400,0
50000,2,1,1,38,137,900,1
30000,1,2,2,31,23400,0,0
50000,2,2,1,31,15712,1000,1
20000,1,3,2,25,1650,0,1
100000,2,2,1,41,78780,2000,0
80000,1,3,2,48,28675,1018,0
40000,2,3,1,48,540,780,0
80000,2,3,1,27,41118,1500,0
10000,1,3,2,31,8516,2000,0
200000,2,1,1,41,19665,5633,0
50000,2,2,0,28,50764,0,0
140000,2,3,2,23,45251,1665,0
340000,2,1,1,34,43637,5400,0
220000,1,1,2,28,114001,8000,1
80000,2,1,2,23,50626,1800,1
20000,1,3,2,24,16287,0,1
500000,1,1,1,36,0,0,0
100000,2,2,1,48,430,1166,0
150000,1,2,1,39,0,0,0
360000,1,2,2,27,178008,4100,0
60000,2,2,1,37,54609,2100,0
500000,1,1,1,34,1883,621,0
270000,2,1,2,27,1181,5000,0
230000,2,2,2,30,66787,686,0
160000,2,2,2,33,138912,6000,0
20000,1,1,2,26,18070,1000,0
230000,1,2,1,34,118873,4005,0
50000,2,3,2,23,16816,5002,0
500000,2,2,1,52,0,800,0
80000,2,3,2,30,79657,2800,0
50000,1,3,3,55,14952,679,1
20000,1,2,2,29,14764,198,0
200000,2,1,1,40,7749,23918,0
100000,2,2,1,44,44024,2000,0
390000,2,2,1,44,188329,5500,0
450000,1,2,1,44,6687,25963,0
10000,1,3,1,40,9241,1000,1
270000,1,2,2,29,2044,6327,0
190000,1,1,2,33,113386,4200,0
30000,2,1,2,30,33999,2500,0
360000,2,1,2,28,11938,3708,0
50000,2,2,2,28,29189,20000,0
240000,2,1,1,41,13046,5000,0
150000,1,2,2,26,76452,2800,0
150000,1,2,2,44,0,5000,0
20000,1,2,2,23,17822,1000,0
50000,1,1,2,24,0,0,1
40000,2,2,1,38,37666,2000,0
20000,1,1,2,25,18034,800,1
150000,2,1,2,29,0,0,0
50000,2,2,1,48,1490,1095,0
50000,2,3,1,44,0,12754,1
50000,1,2,2,23,0,0,1
50000,1,3,2,24,0,0,1
200000,2,1,2,35,69003,4000,0
200000,1,1,2,37,172084,4000,1
120000,2,3,1,38,120491,4150,0
90000,1,2,2,28,27227,0,1
30000,2,1,2,24,1023,0,0
70000,1,1,2,29,967,1000,0
490000,2,2,1,52,4341,1061,0
50000,1,3,1,39,2681,1261,0
320000,1,2,1,55,28400,2500,0
50000,2,1,2,27,14464,1365,1
140000,2,1,2,25,0,0,1
500000,2,2,2,49,150,363,0
500000,1,1,1,58,4651,3114,0
50000,1,1,2,34,8237,500,0
170000,1,3,1,31,112360,4500,0
130000,2,3,1,36,27383,910,1
150000,2,3,2,27,11069,1398,0
50000,2,1,2,25,40146,3000,0
410000,1,1,1,48,-376,1436,0
60000,2,5,2,33,41039,2000,0
150000,1,3,1,45,0,0,0
260000,2,2,1,43,0,0,0
230000,1,1,1,40,0,0,0
50000,1,2,3,49,20227,1000,0
230000,2,1,2,23,622,872,0
280000,2,1,1,44,180506,5361,0
500000,1,2,2,67,3622,3099,0
30000,1,2,1,38,28456,1500,0
330000,2,2,1,31,299959,16000,0
180000,1,1,1,50,141695,5002,0
30000,1,2,2,47,28068,904,1
200000,1,1,2,36,82,3000,0
80000,2,3,1,41,6049,0,0
80000,1,2,2,25,39382,2000,1
100000,2,1,2,27,1413,3655,0
300000,1,1,1,54,0,0,0
240000,2,1,1,58,5435,7000,1
50000,2,2,1,49,11198,29358,1
50000,2,3,1,50,23465,1000,0
100000,1,2,1,42,16753,700,0
110000,1,3,2,40,81134,2458,0
180000,2,2,1,40,18402,4000,0
140000,2,2,2,26,50509,3000,0
80000,1,2,2,28,60790,5000,0
90000,2,1,2,26,17246,4221,0
90000,1,3,1,45,2889,304,1
240000,2,2,2,41,183299,5500,0
150000,1,1,1,41,0,0,0
240000,2,1,2,33,167230,7000,0
80000,1,3,2,34,60463,5200,0
110000,2,2,1,42,28285,1000,0
120000,2,2,2,39,26535,1500,0
360000,2,2,1,42,4086,1190,0
150000,1,4,2,30,20105,0,0
80000,1,1,1,53,0,0,0
140000,1,2,1,47,193122,6760,1
50000,1,2,1,40,18212,811,0
20000,2,3,1,36,0,0,0
240000,2,1,1,29,178318,10000,0
50000,1,1,2,49,9418,500,0
380000,1,1,1,57,352161,25078,0
30000,1,2,2,49,1320,0,0
50000,2,2,1,31,25740,1000,0
160000,2,2,1,36,0,0,1
50000,1,2,3,53,28652,1200,0
80000,2,3,2,31,44621,0,0
70000,2,2,2,28,71427,10000,1
200000,1,1,2,29,131001,5000,0
100000,2,3,1,28,3875,55,1
180000,1,2,2,38,-18,0,1
360000,1,3,1,53,80601,11166,0
230000,1,1,2,39,10141,5200,0
190000,2,2,1,48,162555,6047,0
260000,1,1,2,32,122674,4510,0
30000,2,2,2,25,8522,800,0
150000,2,3,2,25,583,2000,0
80000,2,2,2,34,-600,0,0
80000,1,2,1,37,28688,2002,1
180000,2,3,1,43,0,0,0
350000,2,1,2,33,-2,940,0
200000,2,3,1,30,740,740,0
140000,1,2,2,27,58160,2000,0
20000,1,1,2,25,0,1632,1
20000,2,3,3,55,20082,600,1
220000,1,1,2,37,53590,2000,0
290000,2,1,2,36,163338,5182,1
80000,2,3,1,40,33926,3700,0
16000,2,2,1,48,6995,0,0
100000,2,2,1,33,90054,2600,0
390000,2,2,1,37,66729,2355,0
550000,2,1,2,35,7433,14243,0
80000,2,2,2,31,55136,2043,0
150000,2,2,1,39,77913,15679,0
20000,2,2,1,27,0,0,0
20000,2,2,2,21,0,0,0
100000,2,3,2,29,870,1755,0
30000,1,3,2,28,1150,0,1
80000,2,3,1,47,5513,5000,0
30000,1,1,2,33,25553,1000,1
140000,1,3,2,23,540,540,0
200000,1,2,2,32,143178,4500,0
290000,1,1,2,41,237847,8210,0
50000,1,2,2,23,390,0,0
260000,2,1,2,28,0,335,0
60000,1,2,1,24,12919,507,0
280000,1,1,1,34,235187,7313,0
100000,2,1,2,36,5309,1000,0
290000,2,3,1,48,47143,2088,0
50000,1,3,1,49,16929,2000,0
150000,1,1,2,66,137885,5300,0
390000,2,1,1,39,130295,6539,0
180000,2,2,1,44,166953,10000,0
290000,2,2,1,55,777,500,1
180000,1,2,2,34,23770,1000,0
80000,2,1,2,31,158,13391,0
450000,2,1,1,42,0,14380,0
20000,1,2,2,37,19283,1000,0
80000,1,1,2,25,0,0,0
100000,2,2,2,36,97776,4500,0
70000,1,3,1,39,43295,2000,0
330000,1,3,1,49,179835,6122,0
200000,1,1,2,30,3890,5189,0
30000,1,1,2,36,28621,0,0
200000,2,3,1,69,0,0,1
80000,2,1,2,27,0,860,0
340000,2,1,2,40,2812,6000,0
20000,2,2,2,56,16271,7125,1
130000,2,1,2,29,61764,3000,0
400000,1,1,2,31,115529,5084,0
200000,2,2,1,29,29368,1060,0
80000,2,2,1,47,0,0,0
50000,1,3,1,39,19026,700,0
30000,2,1,2,25,23646,762,0
70000,2,2,2,22,27073,1200,0
500000,1,1,2,33,35746,5750,0
80000,1,1,2,27,4350,0,0
120000,1,2,1,40,26414,10000,0
390000,1,1,1,33,40650,8883,0
30000,1,3,1,52,0,0,0
70000,2,1,2,30,27022,1000,0
140000,1,3,2,39,0,0,0
30000,2,2,1,27,8941,849,0
190000,2,2,2,25,7681,6374,0
270000,1,1,2,33,108585,5000,0
290000,1,1,2,35,31812,1647,1
50000,1,2,2,29,0,0,1
200000,2,1,1,41,24645,3000,0
30000,2,2,2,24,10006,1500,0
150000,1,2,1,29,64065,4793,0
30000,2,3,2,48,0,780,1
500000,1,1,1,34,21464,28557,0
20000,2,1,2,23,18782,680,0
50000,1,3,1,29,29244,5000,0
280000,1,2,2,30,95949,3000,0
80000,1,3,2,24,416,416,0
200000,1,1,2,27,500,0,0
30000,2,3,1,60,0,0,0
30000,2,2,1,24,3400,0,0
380000,2,2,1,35,1198,2068,0
260000,2,2,2,26,-45734,54836,0
50000,1,2,2,22,19237,1000,0
90000,1,3,1,53,22320,3495,0
20000,1,2,1,40,17357,1000,0
10000,1,2,2,27,10000,0,0
400000,2,2,1,44,-251,0,0
300000,2,1,2,32,3414,109,0
150000,2,5,1,25,6517,11970,0
50000,2,2,2,33,30042,992,0
100000,2,2,2,25,72668,3000,1
150000,2,2,1,38,150,810,1
110000,1,2,2,34,66025,2610,0
100000,2,2,2,28,64409,3000,0
50000,1,2,1,33,18888,8000,1
80000,1,1,2,29,383,2390,0
210000,2,1,2,25,153278,9749,0
140000,2,3,1,60,136080,4987,1
240000,2,1,1,43,0,0,0
110000,2,2,2,36,42400,3000,0
100000,2,3,2,48,923,0,0
50000,1,2,1,24,18848,1200,0
90000,2,2,1,35,59491,1976,0
150000,1,1,2,33,-1200,0,0
100000,2,2,1,30,33123,1300,1
140000,2,2,1,62,142150,5200,0
230000,2,1,2,33,120252,4500,0
20000,2,2,2,25,20138,206,1
230000,2,3,2,38,150430,4000,0
150000,1,2,2,26,0,0,1
20000,1,2,2,24,17509,1500,0
120000,2,3,1,35,29700,1500,0
30000,2,3,1,58,27903,0,1
220000,1,1,1,42,49016,1600,0
250000,1,1,1,41,10676,0,0
80000,1,2,1,34,0,0,0
60000,1,1,2,22,30069,589,0
130000,2,2,1,37,5555,1473,0
400000,1,3,1,43,316,316,0
150000,2,2,2,28,114614,5000,0
230000,2,3,1,58,316,316,1
70000,2,3,2,24,1518,20911,0
50000,2,2,1,39,8540,0,0
90000,2,1,1,38,569,2132,0
30000,2,3,2,49,28884,1000,0
30000,1,2,1,49,28042,2200,0
250000,2,1,2,26,0,0,0
30000,2,2,2,23,359,0,0
150000,2,2,1,27,0,0,0
400000,2,1,2,48,38994,0,0
30000,2,2,1,52,0,5000,1
270000,2,1,2,50,178,1772,0
360000,1,3,1,37,860,0,0
80000,2,2,1,23,76743,0,1
70000,2,2,2,33,18320,1000,0
50000,2,1,2,29,17098,3000,0
220000,2,2,2,38,151840,10000,0
70000,1,2,2,29,65561,2700,1
340000,2,1,1,39,271766,9832,0
20000,2,3,1,43,0,780,0
300000,2,2,2,32,72220,7500,0
180000,2,1,2,29,0,0,0
60000,1,2,2,33,16759,13000,0
160000,2,2,2,27,168283,0,1
50000,1,2,2,37,0,0,0
100000,2,1,1,38,640,0,0
60000,2,3,1,48,4171,2914,0
30000,1,2,2,23,29771,2000,0
500000,2,2,2,33,59569,10000,0
20000,2,2,1,35,36046,1000,0
50000,2,2,2,23,3300,1476,0
180000,2,2,1,35,124651,4563,0
90000,2,2,2,23,17404,2000,0
150000,2,2,1,33,43278,1668,0
30000,1,2,1,44,0,0,0
130000,1,3,2,45,390,390,0
80000,2,3,1,39,0,0,0
210000,2,2,1,33,101427,2821,0
530000,2,1,2,39,352736,12496,0
360000,1,2,1,51,626,626,1
140000,2,2,2,36,71675,10000,0
20000,2,2,1,24,14924,600,0
200000,2,1,1,40,316,316,0
40000,2,2,2,25,40159,0,1
200000,1,3,2,27,16001,3000,0
90000,1,5,2,34,96735,8200,0
410000,1,2,1,45,288051,11700,0
170000,2,3,2,42,101063,4000,0
230000,2,1,1,37,64763,5000,0
210000,2,2,2,42,1466,427,0
200000,1,2,2,29,30895,14100,0
50000,2,1,2,25,49869,1801,0
130000,1,2,2,42,87851,3192,0
210000,1,2,2,34,2400,497,0
130000,2,2,2,42,47450,1525,0
80000,2,2,2,41,72233,0,0
360000,2,2,1,49,0,780,0
500000,1,1,1,42,135658,100225,0
60000,2,2,1,53,390,390,1
160000,2,2,2,26,0,0,0
50000,2,2,2,22,8758,324,1
50000,1,3,1,33,16460,583,0
360000,1,1,2,36,18609,19333,0
30000,2,2,2,38,589,0,0
20000,2,2,2,27,1320,0,0
360000,2,1,1,32,382,7643,1
50000,2,1,2,28,5684,1000,0
460000,2,1,1,43,11111,45034,0
20000,1,2,2,24,19954,1000,0
330000,1,2,1,39,136229,10000,0
200000,2,3,1,29,0,0,0
50000,2,2,1,38,0,0,1
50000,2,2,1,24,553,0,0
50000,1,2,2,24,613,1000,0
270000,2,2,1,42,3188,13193,0
200000,2,2,1,33,-39,0,0
300000,2,2,2,28,70689,74000,0
50000,2,1,2,26,350,4076,0
250000,2,3,1,55,125063,4012,1
400000,1,1,2,33,91057,100000,0
360000,2,1,2,27,24230,0,0
120000,2,2,1,29,121863,0,1
50000,2,2,1,49,22519,832,1
340000,2,2,1,40,0,0,0
180000,1,2,2,29,51422,1132,0
50000,2,1,2,23,16624,9300,0
150000,1,2,2,37,103240,3500,0
100000,2,2,1,41,95578,4000,1
200000,2,2,2,28,1809,0,0
160000,1,2,2,43,0,0,0
50000,1,3,1,55,24425,15154,0
150000,2,2,1,40,45700,1800,0
50000,2,3,1,52,0,0,0
220000,2,2,2,36,110938,4500,0
30000,2,2,1,23,14790,1200,1
30000,2,2,1,26,15308,600,1
50000,2,3,2,57,17777,557,0
160000,2,2,2,35,30853,1291,0
180000,1,1,2,31,19331,0,0
190000,1,1,1,31,87197,0,0
480000,2,1,1,39,110773,34048,0
270000,2,1,2,32,386,0,0
200000,1,2,2,37,0,546,0
80000,1,1,2,38,332,780,1
410000,1,2,1,36,2628,122005,0
50000,2,1,2,25,1910,0,1
50000,2,3,2,42,4688,174,0
210000,1,1,1,39,0,0,1
20000,1,1,2,28,19413,193,0
150000,2,1,2,28,105377,3952,0
130000,2,1,2,25,1735,7290,1
200000,2,1,2,26,98909,3148,0
110000,2,2,2,23,73764,3000,0
180000,2,1,1,30,0,0,1
300000,2,1,1,40,19813,2356,0
360000,1,1,2,32,0,0,0
380000,2,2,1,30,-2,580,0
360000,2,1,2,29,629,2475,1
80000,1,1,2,28,4144,2900,1
350000,2,1,3,48,55533,11811,0
20000,2,5,1,28,17519,4176,0
320000,2,1,2,35,80469,5000,0
90000,1,3,1,62,-4715,31000,0
40000,2,1,2,27,31309,0,1
50000,2,2,1,40,16644,3000,0
210000,2,1,2,24,29553,47642,0
30000,2,2,2,22,30508,0,0
310000,2,1,2,27,6008,0,1
280000,2,2,2,35,5080,17095,0
280000,2,1,1,41,46517,2000,0
260000,2,1,2,33,1070,3103,0
90000,1,2,1,41,86611,0,0
280000,1,1,1,49,-54,0,0
360000,2,3,2,34,0,0,0
30000,2,3,2,27,15184,0,1
380000,1,2,1,48,188774,7500,0
80000,2,2,2,22,33115,2275,0
50000,2,1,2,25,49978,0,1
280000,2,1,1,37,2010,212,0
120000,2,2,3,37,28598,1056,1
180000,1,1,1,49,76444,5000,0
380000,1,3,2,33,115854,64486,0
110000,2,1,2,27,25325,3000,0
50000,2,2,3,37,9902,16447,0
200000,2,1,2,48,0,0,0
200000,1,1,1,44,22842,5567,0
150000,2,1,1,35,5621,0,0
60000,1,2,1,40,15822,1000,1
200000,2,2,2,30,124070,4533,0
90000,2,2,1,35,40922,1600,1
150000,2,1,2,32,0,1593,0
20000,1,3,2,23,11232,0,1
150000,2,3,1,34,87483,3215,0
180000,1,1,2,34,0,2190,0
470000,1,2,2,34,143916,7004,0
30000,2,3,2,59,21743,0,1
20000,2,1,2,22,2030,1280,0
400000,2,1,1,36,11069,6823,0
210000,2,1,2,27,3443,99,0
120000,1,3,1,38,84805,2700,1
160000,2,4,1,42,0,0,0
200000,2,1,2,26,900,1850,0
160000,2,1,2,30,253,3144,0
160000,2,2,2,37,159416,0,1
250000,1,3,1,51,7135,0,0
140000,1,3,1,56,10165,1000,0
330000,2,2,2,30,0,0,1
220000,2,1,2,24,168805,0,1
30000,2,3,1,29,15105,600,0
260000,1,1,2,35,158771,5873,1
380000,2,2,1,30,303453,10152,0
10000,2,2,2,33,1697,770,1
190000,2,1,2,44,81912,3000,0
30000,2,2,1,38,4101,1297,0
300000,2,1,1,39,2362,4,0
20000,1,2,1,27,17363,1570,0
20000,1,2,1,35,1650,0,0
80000,2,3,2,22,-1,0,0
240000,1,2,1,33,202057,7000,0
90000,2,3,2,26,18175,1000,0
100000,2,2,1,43,57269,5000,0
320000,1,1,3,32,3287,2810,0
360000,1,2,1,45,0,0,0
180000,1,2,1,38,0,0,1
300000,1,2,1,40,7580,0,0
20000,2,1,2,22,302,7676,0
270000,2,2,2,26,16273,1000,0
20000,2,3,2,49,19460,600,0
360000,2,2,1,35,15773,2471,0
120000,1,2,1,38,23175,812,0
130000,2,3,2,27,117958,4500,0
60000,2,3,2,45,32644,1156,0
60000,1,2,1,36,51694,2000,0
120000,2,3,2,31,390,1079,0
130000,1,3,2,33,104089,5000,0
360000,2,1,1,31,0,0,0
10000,1,3,2,24,390,5039,0
120000,2,1,2,24,0,0,0
60000,1,2,2,26,58192,1158,1
240000,2,1,1,40,0,0,1
160000,2,2,1,40,144482,0,0
200000,2,2,1,44,69,39411,0
300000,1,1,2,29,0,0,0
100000,2,2,2,26,380,400,0
280000,2,1,1,30,109980,10011,0
190000,2,2,2,26,10941,79027,0
50000,1,2,1,48,19213,822,0
210000,2,3,1,33,36713,734,0
120000,2,1,2,26,77588,2900,0
140000,2,1,2,33,1980,1351,0
50000,2,1,2,23,0,0,0
150000,2,1,2,31,1158,41380,0
50000,1,1,2,23,9165,10000,0
120000,1,1,1,50,8299,0,1
240000,2,1,2,29,23896,5000,0
20000,1,1,2,26,18156,19800,0
80000,2,2,2,24,60662,0,0
140000,2,2,1,28,17896,2000,0
50000,2,2,2,25,7057,2335,0
150000,2,2,3,26,669,1534,0
90000,2,3,1,53,53525,1901,1
640000,1,1,2,36,42064,3000,0
360000,1,1,2,31,6478,42108,0
130000,2,2,1,33,-184,2000,0
210000,2,1,1,34,87404,3400,0
190000,1,1,2,36,116577,4500,1
150000,2,1,1,44,3975,0,0
10000,1,3,2,25,1280,6380,0
30000,2,1,1,24,844,0,1
200000,1,1,1,67,0,0,1
140000,2,1,2,25,44593,2000,1
170000,2,2,2,30,116653,4500,0
20000,2,2,2,24,3314,3515,1
80000,2,2,1,45,0,0,0
110000,1,2,1,49,57196,700,0
150000,2,1,2,28,0,0,0
50000,2,2,2,43,18490,759,0
50000,2,3,1,70,30482,1301,0
50000,1,3,1,50,19904,700,0
10000,2,2,2,22,8252,2041,1
280000,2,1,2,38,15559,0,1
50000,1,2,2,42,20456,800,0
10000,2,1,2,22,9859,196,0
140000,2,2,1,28,88808,4744,0
140000,1,1,1,34,103444,3603,1
300000,1,1,1,45,127078,2815,0
30000,2,2,1,26,28492,1988,0
200000,1,3,1,47,72157,3000,0
270000,2,2,2,26,26175,17013,1
90000,2,2,3,36,28250,1074,0
10000,1,2,2,26,2400,0,1
50000,2,3,2,22,18574,1000,0
80000,2,1,2,25,0,0,0
110000,2,2,2,26,79694,1377,0
370000,1,1,2,30,72656,2000,0
50000,1,2,2,23,540,780,0
10000,1,2,2,37,390,0,0
180000,2,1,2,27,116097,0,0
60000,2,2,1,59,55826,4000,0
90000,2,1,1,43,82472,87,1
120000,2,1,1,30,150,200,0
